genericId,watsonChatId,responseType,responseText
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text,In the Preventive Maintenance application, on the toolbar, click New PM. If the PM field is empty, specify a value. Enter a description. Click Long Description if you need more space. In the Location, Asset, or GL Account fields, specify a value. The asset or location is the entity for which you intend to schedule work - you must enter a value in one of these fields. If you have specified a GL account, when work orders are generated from the PM record, the system takes any unspecified segments from the associated location and or asset. Optional: Build a PM for the assets on a route. In the Route field, specify a value. Fill the remaining required fields as appropriate. Select the Use this PM to Trigger PM Hierarchy check box if you want to generate work orders for the entire hierarchy when this PM becomes due. If you want to generate a work order for only this PM when it becomes due, and not the other PMs in the hierarchy, clear the check box.  Select the Child Work Orders and Tasks Will Inherit Status Changes check box if you want work orders generated from this PM to inherit status changes from a parent work order.  Click the Frequency tab. In the Work Order Generation Information section, select the following check boxes as appropriate: Use Last Work Order's Start Date to Calculate Next Due Date Select this check box if you want generated work orders to be calculated from the target start date of the last work order. If you do not want to calculate the Next Due Date based on the target start of the last work order (for example, if you want the next work order to be generated when the last work order was completed instead), clear the check box.  Generate Work Order Based on Meter Readings (Do Not Estimate) Select this check box if you want work orders generated only when the defined meter reading has been reached. Clear this check box if you want the next work order due date to be based on the average metered usage.  Generate Work Order When Meter Frequency is Reached Select this check box if you want work orders for this PM to be automatically generated when the meter frequency has been reached and entered. This check box can only be selected if the Generate WO Based on Meter Reading (Do Not Estimate) check box has been selected.  Define the frequency with which you want the PM to generate work orders. The PM frequency can be time-based, meter-based, or both. For time-based master PMs, define the frequency criteria as wanted. For meter-based master PMs, define the frequency criteria as wanted. If the PM is a seasonal PM, define the days/dates that you want the PM to be active on the Seasonal Dates tab. On the Job Plan Sequence tab, enter job plan data for the PM. If the PM is the parent record in a PM hierarchy, define the child PMs on the PM Hierarchy tab. Click Save PM.
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,option,"Edit/Revise Preventive Maintenance" "Search Preventive Maintenance" "PM Hierarchy" "PM Forecast" 
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,text,The Failure Reporting tab is used to record failures in selected assets, the cause of the Failure, and the Corrective actions. This information is used mostly in Corrective Maintenance and Unplanned Maintenance Work Orders.
null,46958a93-ca65-42e9-b50e-7d938cb9c2bf,option,"Failure Code Application" "Failure Code Hierarchy" "Search TRM Document Library" 
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,pause,1000
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,text,I'm here to assist you with your Maximo related questions
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,pause,1000
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,text,Please select an option or type your question below
null,3aabeac9-f832-4597-96ac-f0ebb1d25154,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,2784b77d-e403-4583-9ec1-72652ddb8b23,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,2784b77d-e403-4583-9ec1-72652ddb8b23,pause,1000
null,2784b77d-e403-4583-9ec1-72652ddb8b23,text,I'm here to assist you with your Maximo related questions
null,2784b77d-e403-4583-9ec1-72652ddb8b23,pause,1000
null,2784b77d-e403-4583-9ec1-72652ddb8b23,text,Please select an option or type your question below
null,2784b77d-e403-4583-9ec1-72652ddb8b23,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,search,"PREVENTIVE MAINTENANCE APPLICATION - PM Statuses .pdf" "PREVENTIVE MAINTENANCE APPLICATION - PM Tab .pdf" "PLANNING AND SCHEDULING.pdf" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,What do you like me to help you with?
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,option,"User Registration" "Create a new user" "I can't login" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,I can help you with these items for Preventive Maintenance:
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,option,"Create Preventive Maintenance" "Edit/Revise Preventive Maintenance" "Search Preventive Maintenance" "Preventive Maintenance Reports" "Preventive Maintenance Errors" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,suggestion,"Preventive Maintenance: PM" "Preventive Maintenance Create: PM" "Preventive Maintenance Search: PM" "Preventive Maintenance Edit/Revise: PM" "Master PM: PM" "None of the above: PM" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,To manage users, you can create records that contain user names, passwords, and security profiles. These records determine which applications, options, and data that user can access. A user record must have a corresponding person record. You create person records either in the People application or in the Personal section in the Users application. In the User application, click New User. Optional: In the User field, type a unique user identifier. If you use autonumbering, the User field is already populated. Optional: If no matching person record is found, select one of the following options to create a person record: To create a person record based on information in the Personal section of the user record, click Yes. To select an existing person record, click No. In the Person field, select the person record. To create a person record, click No. In the Person field, select Detail Menu and then select Go to People. Optional: In the User Name field, type a value. The user name defaults to the ID name in the User field. This value is used to log in. You can change the user name to an employee number or email address. Click Set Password to define a password. Optional: Specify additional personal, user setting and general ledger account information.
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,Use the Master PM application to manage master preventive maintenance records (PMs) that you use as templates for other PMs. You can use the Master PM application to accomplish the following tasks: Create, modify, and view master PMs. Use a master PM to create and update associated PMs. Specify a preventive maintenance schedule for a master PM record. The schedule determines how often work orders are generated from associated PMs. The schedule can generate work orders based on elapsed time between work orders, on meter units used, or both. Select specific days, months, or seasons to generate work orders from associated PMs. Specify the status of all work orders that are generated from associated PMs. Assign a sequential list of job plans to a master PM so that you can schedule different levels of maintenance work at intervals that you specify. Define when alert messages are generated.
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,search,"Sites .pdf" "Dynamically Starting or Stopping - Rules Manager.pdf" "PREVENTIVE MAINTENANCE APPLICATION - PM Statuses .pdf" 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,pause,1000
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,I'm here to assist you with your Maximo related questions
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,pause,1000
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,text,Please select an option or type your question below
null,8ef66d8e-f6b2-427e-8cfe-4f658c879f64,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,pause,1000
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,text,I'm here to assist you with your Maximo related questions
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,pause,1000
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,text,Please select an option or type your question below
null,b38161c5-6f65-4a06-a10a-28e3c72b9d9a,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,Ok, please type in your query then wait for an agent.
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,pause,1000
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,I'm here to assist you with your Maximo related questions
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,pause,1000
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,Please select an option or type your question below
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,Ok, please tell me your email.
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,image,NO TEXT FOR image
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,search,"How Records are Used by the System .pdf" "Out of the Box Cron Tasks .pdf" "Operator Tasks Application Overview.pdf" 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,video,NO TEXT FOR video
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,option,"Work Order Options" 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,suggestion,"Search TRM Document Library: ad hoc reports" "Reports: ad hoc reports" "None of the above: ad hoc reports" 
null,296ec14c-ec88-4d6a-b711-f1ab2b5fd746,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "Ad Hoc Report Types  .pdf" "Printing Ad Hoc Reports .pdf" 
null,18b23ac1-27dc-4685-93de-069a6e81706d,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,18b23ac1-27dc-4685-93de-069a6e81706d,pause,1000
null,18b23ac1-27dc-4685-93de-069a6e81706d,text,I'm here to assist you with your Maximo related questions
null,18b23ac1-27dc-4685-93de-069a6e81706d,pause,1000
null,18b23ac1-27dc-4685-93de-069a6e81706d,text,Please select an option or type your question below
null,18b23ac1-27dc-4685-93de-069a6e81706d,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,In the Work Order Tracking Application, go to Select Action and choose Change Status. The rules for changing a Work Order status are determined by your organization. The general rules are: WAPPR The work order is waiting for approval. WAPPR is the default status for work orders that are created in the Work Order Tracking, Changes, Releases, and Activities applications. APPR The work order is approved and the work can begin. WSCH The work order is waiting to be scheduled. WSCH is the default status for work orders that are created in the Preventive Maintenance application. WMATL Materials must arrive before the work can be performed. WPCOND The work can be performed only when the condition of the plant is suitable. For example, certain work might require that the plant is shut down. INPRG The work is in progress. INPRG is the default status for work orders that are created in the Quick Reporting application. COMP The physical work is completed. CLOSE The work order is closed. Inventory reservations for items that were not used for the work listed on the work order are removed, and the work order becomes a history record. CAN The work order is canceled. You cannot cancel a work order if the work is already in progress or if actuals are already reported. HISTEDIT The work order was edited in history.
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,option,"Edit or Revise a Work Order" "Search for a Work Order" "Classify a Work Order" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,suggestion,"WO Edit/Revise: WO Edit/Revise" "Search TRM Document Library: WO Edit/Revise" "None of the above: WO Edit/Revise" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,suggestion,"WO Reschedule: signing off work order" "Work Order Options: signing off work order" "WO Errors: signing off work order" "WO Edit/Revise: signing off work order" "WO Duplicate: signing off work order" "None of the above: signing off work order" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,option,"Create a Work Order" "Edit a Work Order" "Work Order Options" "Search for a Work Order" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,Open the Work Order Tracking module and locate the WO. Depending on your business rules and the WO status, edit the desired fields or values and save the Work Order. If the Work Order is in the Closed status, using the 'Edit History Work Order' option allows some of the fields to be updated. Fields such as Work Order, Asset, Location, Status etc. cannot be changed. 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,option,"Reschedule a Work Order" "Classify a Work Order" "Search for a Work Order" "Change Work Order Status" 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,Thanks for speaking with me and have a great day!
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,Hello. Good morning
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,pause,1000
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,I'm here to assist you with your Maximo related questions
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,pause,1000
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,text,Please select an option or type your question below
null,2f936af6-cc8f-4c15-a60b-986b1d00cb57,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,e150ff18-386d-4951-959f-242091c9de9a,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,e150ff18-386d-4951-959f-242091c9de9a,pause,1000
null,e150ff18-386d-4951-959f-242091c9de9a,text,I'm here to assist you with your Maximo related questions
null,e150ff18-386d-4951-959f-242091c9de9a,pause,1000
null,e150ff18-386d-4951-959f-242091c9de9a,text,Please select an option or type your question below
null,e150ff18-386d-4951-959f-242091c9de9a,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,e150ff18-386d-4951-959f-242091c9de9a,suggestion,"Preventive Maintenance: PM" "Preventive Maintenance Create: PM" "Preventive Maintenance Search: PM" "Preventive Maintenance Edit/Revise: PM" "Master PM: PM" "None of the above: PM" 
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,pause,1000
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,text,I'm here to assist you with your Maximo related questions
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,pause,1000
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,text,Please select an option or type your question below
null,cbec14a5-df1f-4506-8523-b8a91e50ed1b,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,4e809106-0625-426c-b5b6-0dcfec094cf9,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,4e809106-0625-426c-b5b6-0dcfec094cf9,pause,1000
null,4e809106-0625-426c-b5b6-0dcfec094cf9,text,I'm here to assist you with your Maximo related questions
null,4e809106-0625-426c-b5b6-0dcfec094cf9,pause,1000
null,4e809106-0625-426c-b5b6-0dcfec094cf9,text,Please select an option or type your question below
null,4e809106-0625-426c-b5b6-0dcfec094cf9,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,pause,1000
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,text,I'm here to assist you with your Maximo related questions
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,pause,1000
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,text,Please select an option or type your question below
null,4fee3ad5-582d-4e8b-b835-d92d51d4510d,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,ae152597-4e66-4284-b98f-49b6ba397811,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,ae152597-4e66-4284-b98f-49b6ba397811,pause,1000
null,ae152597-4e66-4284-b98f-49b6ba397811,text,I'm here to assist you with your Maximo related questions
null,ae152597-4e66-4284-b98f-49b6ba397811,pause,1000
null,ae152597-4e66-4284-b98f-49b6ba397811,text,Please select an option or type your question below
null,ae152597-4e66-4284-b98f-49b6ba397811,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,f2b93387-e6a1-44dd-9010-6f705b817efc,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,f2b93387-e6a1-44dd-9010-6f705b817efc,pause,1000
null,f2b93387-e6a1-44dd-9010-6f705b817efc,text,I'm here to assist you with your Maximo related questions
null,f2b93387-e6a1-44dd-9010-6f705b817efc,pause,1000
null,f2b93387-e6a1-44dd-9010-6f705b817efc,text,Please select an option or type your question below
null,f2b93387-e6a1-44dd-9010-6f705b817efc,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,pause,1000
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,text,I'm here to assist you with your Maximo related questions
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,pause,1000
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,text,Please select an option or type your question below
null,804b39cb-c0ce-4f6f-83da-97a48fc19f61,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,pause,1000
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,text,I'm here to assist you with your Maximo related questions
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,pause,1000
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,text,Please select an option or type your question below
null,9c434146-8fe2-4dc9-be0c-151fed8168a9,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,pause,1000
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,text,I'm here to assist you with your Maximo related questions
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,pause,1000
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,text,Please select an option or type your question below
null,84f68bc1-511a-4f80-befe-7d8f0ac7db95,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,pause,1000
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,text,I'm here to assist you with your Maximo related questions
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,pause,1000
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,text,Please select an option or type your question below
null,f1f832c2-9e10-41ce-8b5f-5c46fef9683f,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,pause,1000
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,text,I'm here to assist you with your Maximo related questions
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,pause,1000
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,text,Please select an option or type your question below
null,23989bd0-b1dc-4e9a-aa6a-b58269c41021,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,a9b3ca21-f405-48b3-b158-63a7892981e9,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a9b3ca21-f405-48b3-b158-63a7892981e9,pause,1000
null,a9b3ca21-f405-48b3-b158-63a7892981e9,text,I'm here to assist you with your Maximo related questions
null,a9b3ca21-f405-48b3-b158-63a7892981e9,pause,1000
null,a9b3ca21-f405-48b3-b158-63a7892981e9,text,Please select an option or type your question below
null,a9b3ca21-f405-48b3-b158-63a7892981e9,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,ce006040-855a-4a0c-b606-7f0cafc48b47,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,ce006040-855a-4a0c-b606-7f0cafc48b47,pause,1000
null,ce006040-855a-4a0c-b606-7f0cafc48b47,text,I'm here to assist you with your Maximo related questions
null,ce006040-855a-4a0c-b606-7f0cafc48b47,pause,1000
null,ce006040-855a-4a0c-b606-7f0cafc48b47,text,Please select an option or type your question below
null,ce006040-855a-4a0c-b606-7f0cafc48b47,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,d4944eee-5850-455a-8e52-2cc16dca93ed,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,d4944eee-5850-455a-8e52-2cc16dca93ed,pause,1000
null,d4944eee-5850-455a-8e52-2cc16dca93ed,text,I'm here to assist you with your Maximo related questions
null,d4944eee-5850-455a-8e52-2cc16dca93ed,pause,1000
null,d4944eee-5850-455a-8e52-2cc16dca93ed,text,Please select an option or type your question below
null,d4944eee-5850-455a-8e52-2cc16dca93ed,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,pause,1000
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,I'm here to assist you with your Maximo related questions
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,pause,1000
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,Please select an option or type your question below
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,Ok, please type in your query then wait for an agent.
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,image,NO TEXT FOR image
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,[Request agent →](https://teams.microsoft.com/_#/conversations/?ctx=chat)
null,64d40fb3-6129-44c9-bde2-fc1bb2348ff2,text,Ok, please tell me your email.
null,8a05f943-047a-4dc9-a830-f65ee7a05405,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,8a05f943-047a-4dc9-a830-f65ee7a05405,pause,1000
null,8a05f943-047a-4dc9-a830-f65ee7a05405,text,I'm here to assist you with your Maximo related questions
null,8a05f943-047a-4dc9-a830-f65ee7a05405,pause,1000
null,8a05f943-047a-4dc9-a830-f65ee7a05405,text,Please select an option or type your question below
null,8a05f943-047a-4dc9-a830-f65ee7a05405,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,pause,1000
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,text,I'm here to assist you with your Maximo related questions
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,pause,1000
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,text,Please select an option or type your question below
null,0a8b2e9b-7962-41fe-87f7-a22383d4abe2,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,4cceee2d-24c8-467b-8372-12075700f8da,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,4cceee2d-24c8-467b-8372-12075700f8da,pause,1000
null,4cceee2d-24c8-467b-8372-12075700f8da,text,I'm here to assist you with your Maximo related questions
null,4cceee2d-24c8-467b-8372-12075700f8da,pause,1000
null,4cceee2d-24c8-467b-8372-12075700f8da,text,Please select an option or type your question below
null,4cceee2d-24c8-467b-8372-12075700f8da,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,4cceee2d-24c8-467b-8372-12075700f8da,text,What do you like me to help you with?
null,4cceee2d-24c8-467b-8372-12075700f8da,option,"User Registration" "Create a new user" "I can't login" 
null,4cceee2d-24c8-467b-8372-12075700f8da,suggestion,"Preventive Maintenance: PM" "Preventive Maintenance Create: PM" "Preventive Maintenance Search: PM" "Preventive Maintenance Edit/Revise: PM" "Master PM: PM" "None of the above: PM" 
null,4cceee2d-24c8-467b-8372-12075700f8da,text,To manage users, you can create records that contain user names, passwords, and security profiles. These records determine which applications, options, and data that user can access. A user record must have a corresponding person record. You create person records either in the People application or in the Personal section in the Users application. In the User application, click New User. Optional: In the User field, type a unique user identifier. If you use autonumbering, the User field is already populated. Optional: If no matching person record is found, select one of the following options to create a person record: To create a person record based on information in the Personal section of the user record, click Yes. To select an existing person record, click No. In the Person field, select the person record. To create a person record, click No. In the Person field, select Detail Menu and then select Go to People. Optional: In the User Name field, type a value. The user name defaults to the ID name in the User field. This value is used to log in. You can change the user name to an employee number or email address. Click Set Password to define a password. Optional: Specify additional personal, user setting and general ledger account information.
null,4cceee2d-24c8-467b-8372-12075700f8da,text,Use the Master PM application to manage master preventive maintenance records (PMs) that you use as templates for other PMs. You can use the Master PM application to accomplish the following tasks: Create, modify, and view master PMs. Use a master PM to create and update associated PMs. Specify a preventive maintenance schedule for a master PM record. The schedule determines how often work orders are generated from associated PMs. The schedule can generate work orders based on elapsed time between work orders, on meter units used, or both. Select specific days, months, or seasons to generate work orders from associated PMs. Specify the status of all work orders that are generated from associated PMs. Assign a sequential list of job plans to a master PM so that you can schedule different levels of maintenance work at intervals that you specify. Define when alert messages are generated.
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,suggestion,"Search TRM Document Library: creating a graph" "Bot Standby: creating a graph" "Right Answer: creating a graph" "Create Conditional Expression: creating a graph" "None of the above: creating a graph" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,search,"KPI Graph and KPI List .pdf" "Out of the Box Cron Tasks .pdf" "How to Create a Start Center Template.pdf" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,search,"Portlets .pdf" "How to Create a Start Center Template.pdf" "Configuring Start Center Components .pdf" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,search,"Starting a Record in a Workflow Process .pdf" "Roles Application .pdf" "Actions Application .pdf" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,pause,1000
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,I'm here to assist you with your Maximo related questions
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,pause,1000
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,Please select an option or type your question below
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,From the Assets application, display the asset whose status you want to change.  Select the Change Status action.  In the New Status field, select a status from the drop-down list, then click OK.
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,1. Select Preventive Maintenance > Preventive Maintenance from the Go To menu. 2. Under More Actions, in the left side bar, click on "Run Reports" 3. You will see two tabs in the popup "Report" & “Schedules" 4. To immediately generate the report choose the filters and click on create report 5. To schedule the creation of report use the schedule tab. 
